CNTR_CODE,CNTR_BN_CODE
MX,14020
US,14021
US,14022
UM,14023
US,14024
CN,14025
ES,14026
US,14027
CN,14028
US,14029
CN,14030
US,14031
CN,14032
CN,14033
US,14034
US,14035
CN,14036
CN,14037
CN,14038
CN,14039
CN,14040
CN,14041
JP,14042
SA,14043
CN,14044
MM,14045
ES,14046
CN,14047
US,14048
US,14049
US,14050
US,14051
US,14052
US,14053
MX,14054
CN,14055
MX,14056
CN,14057
CN,14058
MX,14059
MX,14060
MX,14061
CN,14062
ES,14063
CN,14064
US,14065
CN,14066
US,14067
US,14068
US,14069
US,14070
US,14071
JP,14072
MX,14073
CN,14074
US,14075
JP,14076
CN,14077
US,14078
CN,14079
MX,14080
US,14081
MX,14082
US,14083
MX,14084
US,14085
US,14086
CN,14087
MX,14088
US,14089
MX,14090
US,14091
IR,14092
MX,14093
US,14094
US,14095
US,14096
US,14097
MX,14098
US,14099
MX,14100
ES,14101
US,14102
US,14103
US,14104
US,14105
US,14106
CN,14107
US,14108
IR,14109
MX,14110
IR,14111
US,14112
US,14113
US,14114
CN,14115
CN,14116
US,14117
MX,14118
KW,14119
US,14120
US,14121
US,14122
IR,14123
CN,14124
CN,14125
US,14126
US,14127
US,14128
US,14129
CN,14130
JP,14131
US,14132
CN,14133
US,14134
US,14135
CN,14136
US,14137
CN,14138
US,14139
US,14140
US,14141
US,14142
US,14143
IR,14144
CN,14145
US,14146
MX,14147
US,14148
CN,14149
US,14150
CN,14151
US,14152
US,14153
US,14154
CN,14155
US,14156
US,14157
US,14158
US,14159
US,14160
US,14161
US,14162
JP,14163
US,14164
US,14165
CN,14166
US,14167
US,14168
US,14169
CN,14170
US,14171
US,14172
US,14173
MX,14174
US,14175
US,14176
US,14177
US,14178
US,14179
US,14180
US,14181
US,14182
CN,14183
US,14184
US,14185
US,14186
US,14187
US,14188
US,14189
US,14190
US,14191
US,14192
IR,14193
CN,14194
IR,14195
US,14196
MX,14197
US,14198
US,14199
US,14200
US,14201
IR,14202
US,14203
ES,14204
US,14205
CN,14206
US,14207
US,14208
US,14209
US,14210
US,14211
ES,14212
US,14213
US,14214
US,14215
US,14216
US,14217
US,14218
US,14219
US,14220
US,14221
US,14222
US,14223
US,14224
US,14225
US,14226
US,14227
US,14228
US,14229
US,14230
US,14231
IR,14232
US,14233
US,14234
CN,14235
US,14236
US,14237
US,14238
US,14239
US,14240
US,14241
US,14242
SA,14243
US,14244
KW,14245
US,14246
US,14247
US,14248
US,14249
US,14250
US,14251
US,14252
US,14253
US,14254
CN,14255
CN,14256
US,14257
US,14258
US,14259
US,14260
ES,14261
US,14262
US,14263
US,14264
US,14265
US,14266
US,14267
US,14268
US,14269
US,14270
US,14271
CN,14272
US,14273
US,14274
US,14275
US,14276
US,14277
US,14278
US,14279
XD,14280
US,14281
US,14282
US,14283
US,14284
US,14285
CN,14286
JP,14287
US,14288
KW,14289
US,14290
US,14291
US,14292
US,14293
US,14294
US,14295
US,14296
US,14297
US,14298
US,14299
IR,14300
US,14301
US,14302
US,14303
US,14304
US,14305
US,14306
US,14307
US,14308
US,14309
US,14310
US,14311
CN,14312
US,14313
US,14314
US,14315
US,14316
US,14317
US,14318
US,14319
US,14320
US,14321
US,14322
US,14323
US,14324
US,14325
US,14326
CN,14327
US,14328
US,14329
JO,14330
US,14331
US,14332
IL,14333
US,14334
CN,14335
US,14336
US,14337
CN,14338
US,14339
US,14340
US,14341
MX,14342
US,14343
US,14344
US,14345
US,14346
US,14347
US,14348
MX,14349
US,14350
US,14351
US,14352
US,14353
US,14354
US,14355
US,14356
US,14357
US,14358
US,14359
US,14360
CN,14361
US,14362
US,14363
CN,14364
US,14365
US,14366
US,14367
CN,14368
US,14369
US,14370
US,14371
US,14372
US,14373
US,14374
CN,14375
US,14376
US,14377
US,14378
US,14379
US,14380
US,14381
US,14382
JP,14383
CN,14384
US,14385
US,14386
US,14387
US,14388
US,14389
US,14390
US,14391
US,14392
US,14393
US,14394
US,14395
US,14396
US,14397
US,14398
US,14399
US,14400
US,14401
US,14402
US,14403
US,14404
US,14405
US,14406
US,14407
JP,14408
US,14409
CN,14410
US,14411
US,14412
US,14413
US,14414
US,14415
US,14416
US,14417
CN,14418
US,14419
US,14420
US,14421
US,14422
US,14423
US,14424
US,14425
CN,14426
US,14427
US,14428
US,14429
US,14430
US,14431
US,14432
US,14433
US,14434
CN,14435
CN,14436
US,14437
US,14438
US,14439
US,14440
CN,14441
US,14442
US,14443
US,14444
CN,14445
US,14446
US,14447
US,14448
CN,14449
CN,14450
US,14451
US,14452
CN,14453
CN,14454
CN,14455
US,14456
US,14457
CN,14458
US,14459
US,14460
US,14461
KW,14462
US,14463
US,14464
MX,14465
US,14466
CN,14467
US,14468
CN,14469
US,14470
CN,14471
US,14472
US,14473
US,14474
US,14475
US,14476
PK,14477
US,14478
US,14479
US,14480
JP,14481
US,14482
CN,14483
US,14484
KW,14485
CN,14486
US,14487
US,14488
KW,14489
CN,14490
US,14491
US,14492
US,14493
KW,14494
JP,14495
US,14496
US,14497
CN,14498
US,14499
US,14500
US,14501
CN,14502
CN,14503
CN,14504
CN,14505
US,14506
CN,14507
US,14508
EG,14509
US,14510
US,14511
US,14512
CN,14513
CN,14514
KW,14515
CN,14516
CN,14517
US,14518
CN,14519
KW,14520
US,14521
US,14522
CN,14523
US,14524
US,14525
US,14526
JP,14527
US,14528
US,14529
MX,14530
CN,14531
MX,14532
KW,14533
US,14534
US,14535
US,14536
US,14537
KW,14538
US,14539
US,14540
MX,14541
CN,14542
CN,14543
IQ,14544
US,14545
US,14546
US,14547
US,14548
US,14549
US,14550
US,14551
US,14552
US,14553
IQ,14554
US,14555
US,14556
CN,14557
CN,14558
CN,14559
US,14560
CN,14561
MX,14562
CN,14563
US,14564
US,14565
KW,14566
CN,14567
IR,14568
CN,14569
CN,14570
US,14571
CN,14572
US,14573
IR,14574
PT,14575
US,14576
CN,14577
CN,14578
CN,14579
CN,14580
CN,14581
CN,14582
CN,14583
CN,14584
US,14585
NP,14586
US,14587
CN,14588
IR,14589
US,14590
CN,14591
CN,14592
CN,14593
US,14594
LY,14595
IR,14596
US,14597
US,14598
US,14599
US,14600
CN,14601
CN,14602
US,14603
CN,14604
CN,14605
US,15945
US,15946
JP,15947
JP,15948
US,15949
JP,15950
EL,15951
JP,15952
US,15953
CN,15954
JP,15955
EL,15956
CN,15957
EL,15958
EL,15959
EL,15960
EL,15961
CN,15962
US,15963
PT,15964
IT,15965
EL,15966
TR,15967
IR,15968
TR,15969
TR,15970
EL,15971
US,15972
JP,15973
EL,15974
EL,15975
EL,15976
EL,15977
AF,15978
JP,15979
EL,15980
EL,15981
EL,15983
EL,15984
EL,15985
IT,15986
TR,15987
EL,15988
KP,15989
EL,15990
PT,15991
IT,15992
IT,15993
EL,15994
IT,15995
EL,15996
KP,15997
KR,15998
EL,15999
EL,16000
EL,16001
PT,16002
KR,16003
US,16004
PT,16005
IT,16006
EL,16007
KP,16008
EL,16009
EL,16010
EL,16011
TR,16012
EL,16013
US,16014
IT,16015
EL,16018
EL,16019
ES,16020
US,16021
US,16022
ES,16023
ES,16024
IT,16025
EL,16026
EL,16027
EL,16028
EL,16029
EL,16030
EL,16031
ES,16032
JP,16033
CN,16034
US,16035
US,16036
TR,16037
IT,16038
US,16039
CN,16040
ES,16041
EL,16042
US,16043
ES,16044
US,16045
CN,16046
EL,16047
US,16048
EL,16049
PT,16050
ES,16051
CN,16052
EL,16053
EL,16054
CN,16055
CN,16056
CN,16057
CN,16058
US,16059
CN,16060
CN,16061
US,16062
CN,16063
IT,16064
TM,16065
CN,16066
IT,16067
US,16068
US,16069
EL,16070
US,16071
CN,16072
EL,16073
US,16074
EL,16075
EL,16076
EL,16077
CN,16078
EL,16079
EL,16080
ES,16081
EL,16082
EL,16083
CN,16084
EL,16085
CN,16086
IT,16087
CN,16088
ES,16089
US,16090
CN,16091
CN,16092
US,16093
JP,16094
EL,16095
EL,16096
CN,16097
KP,16098
CN,16099
EL,16100
US,16101
CN,16102
CN,16103
US,16104
CN,16105
CN,16106
KP,16107
EL,16108
EL,16109
EL,16110
CN,16111
CN,16112
US,16113
US,16114
CN,16115
US,16116
CN,16117
US,16118
CN,16119
US,16120
US,16121
EL,16122
US,16123
CN,16124
US,16125
US,16126
TR,16127
CN,16128
CN,16129
EL,16130
CN,16131
CN,16132
US,16133
CN,16134
US,16135
CN,16136
US,16137
TR,16138
CN,16139
EL,16140
TR,16141
CN,16142
EL,16143
EL,16144
CN,16145
CN,16146
US,16147
CN,16148
US,16149
US,16150
EL,16151
KP,16152
TR,16153
KP,16154
US,16155
TR,16156
US,16157
US,16158
CN,16159
EL,16160
EL,16161
US,16162
US,16163
KP,16164
US,16165
CN,16166
PT,16167
US,16170
EL,16171
US,16172
US,16173
US,16174
CN,16175
US,16176
CN,16177
US,16178
KP,16179
US,16180
US,16181
US,16182
KP,16183
CN,16184
TJ,16185
US,16186
KP,16187
US,16188
US,16189
US,16190
US,16191
KP,16192
CN,16193
ES,16194
EL,16195
KP,16196
US,16197
PT,16198
US,16199
KP,16200
KP,16201
KP,16202
KP,16203
CN,16204
US,16205
KP,16206
US,16207
EL,16208
KP,16209
KP,16210
TM,16211
US,16212
US,16213
TM,16214
TM,16215
ES,16216
US,16217
KP,16218
IR,16219
KP,16220
KP,16221
KP,16222
CN,16223
EL,16224
CN,16225
CN,16226
TM,16227
US,16228
IR,16229
AZ,16230
KP,16231
PT,16232
KP,16233
CN,16234
EL,16235
US,16236
AZ,16237
EL,16238
CN,16239
CN,16240
AZ,16241
EL,16242
US,16243
TR,16244
EL,16245
EL,16246
KP,16247
KP,16248
ES,16249
KP,16250
EL,16251
TJ,16252
CN,16253
CN,16254
CN,16255
TR,16256
US,16257
KP,16258
TM,16259
ES,16260
CN,16261
US,16262
UZ,16263
KP,16264
EL,16265
EL,16266
ES,16267
EL,16268
EL,16269
TR,16270
EL,16271
UZ,16272
EL,16273
TJ,16274
TR,16275
EL,16276
AZ,16277
EL,16278
CN,16279
IT,16280
TR,16281
AZ,16282
EL,16283
TR,16284
AL,16285
CN,16286
TR,16287
TR,16288
EL,16289
TR,16290
IT,16291
TR,16292
EL,16293
US,16294
US,16295
US,16296
US,16297
US,16298
US,16299
US,16300
US,16301
US,16302
US,16303
US,16304
US,16305
US,16306
US,16307
US,16308
US,16309
US,16310
US,16311
US,16312
US,16313
US,16314
US,16315
US,16316
US,16317
US,16318
US,16319
US,16320
US,16321
US,16322
US,16323
US,16324
US,16325
US,16328
US,16329
US,16330
US,16331
US,16332
TR,16333
US,16334
US,16335
US,16336
EL,16337
US,16338
US,16339
TR,16340
US,16341
IT,16342
US,16343
IT,16344
EL,16345
EL,16346
US,16347
EL,16348
IT,16349
US,16350
EL,16351
US,16352
US,16353
US,16354
TR,16355
IT,16356
TR,16357
TR,16358
US,16359
US,16360
MK,16361
TR,16362
IT,16363
IT,16364
CN,16365
IT,16366
CN,16367
IT,16368
US,16369
IT,16370
EL,16371
AZ,16372
TM,16373
JP,16374
TJ,16375
TJ,16376
IT,16377
IT,16378
MK,16379
AZ,16380
US,16381
US,16382
IT,16383
US,16384
US,16385
IT,16386
US,16387
IT,16388
IT,16389
IT,16390
IT,16392
US,16393
IT,16394
IT,16395
IT,16396
US,16397
US,16398
CN,14606
CN,14607
US,14608
US,14609
CN,14610
US,14611
IR,14612
IR,14613
IR,14614
US,14615
US,14616
IR,14617
IR,14618
US,14619
IR,14620
IR,14621
IR,14622
US,14623
NP,14624
US,14625
IR,14626
IR,14627
CN,14628
IR,14629
IR,14630
US,14631
CN,14632
IR,14633
IR,14634
JP,14635
IR,14636
IR,14637
IR,14638
IR,14639
CN,14640
IR,14641
IR,14642
JP,14643
IR,14644
JP,14645
US,14646
IR,14647
IR,14648
MX,14649
IR,14650
IR,14651
IR,14652
IR,14653
US,14654
IR,14655
CN,14656
US,14657
CN,14658
US,14659
US,14660
US,14661
IN,14662
US,14663
US,14664
CN,14665
US,14666
CN,14667
CN,14668
CN,14669
CN,14670
CN,14671
US,14672
CN,14673
CN,14674
CN,14675
CN,14676
CN,14677
CN,14678
CN,14679
US,14680
US,14681
US,14682
US,14683
CN,14684
CN,14685
CN,14686
CN,14687
JP,14688
CN,14689
CN,14690
JP,14691
JP,14692
US,14693
CN,14694
CN,14695
JP,14696
EG,14697
JP,14698
CN,14699
XE,14700
XE,14701
US,14702
US,14703
US,14704
US,14705
US,14706
MX,14707
IN,14708
US,14709
EG,14710
EG,14711
US,14712
EG,14713
EG,14714
EG,14715
JP,14716
EG,14717
JP,14718
EG,14719
JP,14720
XE,14721
US,14722
PS,14723
JP,14724
CN,14725
CN,14726
CN,14727
XE,14728
CN,14729
CN,14730
EG,14731
EG,14732
IL,14733
JP,14734
PS,14735
MX,14736
MX,14737
PS,14738
MX,14739
CN,14740
EG,14741
EG,14742
CN,14743
CN,14744
US,14745
CN,14746
JP,14747
CN,14748
CN,14749
MX,14750
MX,14751
JP,14752
MX,14753
JP,14754
US,14755
US,14756
US,14757
US,14758
CN,14759
US,14760
CN,14761
US,14762
JP,14763
US,14764
US,14765
US,14766
US,14767
US,14768
US,14769
US,14770
IN,14771
US,14772
CN,14773
US,14774
US,14775
US,14776
US,14777
US,14778
US,14779
US,14780
US,14781
JP,14782
US,14783
CN,14784
CN,14785
US,14786
JP,14787
CN,14788
CN,14789
CN,14790
SA,14791
SA,14792
JP,14793
JP,14794
JP,14795
XE,14796
LY,14797
XE,14798
JP,14799
JP,14800
JP,14801
JP,14802
IN,14803
JP,14804
JP,14805
BM,14806
JP,14807
JP,14808
JP,14809
JP,14810
BM,14811
PS,14812
BM,14813
JP,14814
MX,14815
MX,14816
PT,14817
JP,14818
JP,14819
IN,14820
JP,14821
MX,14822
JP,14823
JP,14824
JP,14825
PS,14826
US,14827
JP,14828
JP,14829
PT,14830
JP,14831
PT,14832
JP,14833
JP,14834
JP,14835
JP,14836
PT,14837
JP,14838
MX,14839
JP,14840
JP,14841
IL,14842
JP,14843
JP,14844
XH,14845
JP,14846
JP,14847
JP,14848
PT,14849
JP,14850
JP,14851
JP,14852
JP,14853
JP,14854
US,14855
JP,14856
JP,14857
JP,14858
JP,14859
JP,14860
JP,14861
JP,14862
JP,14863
JP,14864
JP,14865
JP,14866
JP,14867
JP,14868
JP,14869
JP,14870
JP,14871
JP,14872
JP,14873
JP,14874
JP,14875
PT,14876
JP,14877
US,14878
JP,14879
PT,14880
IL,14881
JP,14882
JP,14883
JP,14884
PT,14885
KR,14886
LY,14887
JP,14888
JP,14889
US,14890
JP,14891
JP,14892
IN,14893
JP,14894
LY,14895
LY,14896
JP,14897
JP,14898
KR,14899
JP,14900
US,14901
JP,14902
JP,14903
XE,14904
XE,14905
JP,14906
JP,14907
JP,14908
JP,14909
JP,14910
JP,14911
JP,14912
IL,14913
JP,14914
JP,14915
US,14916
IL,14917
JP,14918
JP,14919
JO,14920
JO,14921
XH,14922
JP,14923
JP,14924
JP,14925
JP,14926
JP,14927
JP,14928
JP,14929
JP,14930
US,14931
US,14932
JP,14933
KR,14934
JP,14935
JP,14936
KR,14937
JP,14938
JP,14939
JP,14940
TN,14941
US,14942
JP,14943
US,14944
JP,14945
JP,14946
TN,14947
TN,14948
JP,14949
JP,14950
TN,14951
JP,14952
JP,14953
JP,14954
JP,14955
TN,14956
US,14957
US,14958
JP,14959
JP,14960
US,14961
JP,14962
JP,14963
JP,14964
JP,14965
JP,14966
JP,14967
JP,14968
JP,14969
JP,14970
JP,14971
JP,14972
JP,14973
JP,14974
JP,14975
JP,14976
JP,14977
JP,14978
JP,14979
TN,14980
JP,14981
JP,14982
JP,14983
JP,14984
JP,14985
JP,14986
KR,14987
JP,14988
JP,14989
JP,14990
KR,14991
JP,14992
JP,14993
JP,14994
JP,14995
JP,14996
JP,14997
KR,14998
JP,14999
JP,15000
JP,15001
JP,15002
JP,15003
JP,15004
JP,15005
KR,15006
US,15007
JP,15008
JP,15009
US,15010
US,15011
JP,15012
JP,15013
JP,15014
US,15015
JP,15016
JP,15017
KR,15018
KR,15019
KR,15020
JP,15021
US,15022
US,15023
KR,15024
KR,15025
JP,15026
JP,15027
JP,15028
JP,15029
JP,15030
JP,15031
JP,15032
JP,15033
JP,15034
KR,15035
JP,15036
KR,15037
JP,15038
JP,15039
JP,15040
US,15041
JP,15042
US,15043
JP,15044
KR,15045
JP,15046
KR,15047
JP,15048
JP,15049
JP,15050
JP,15051
US,19636
US,19637
CA,19638
UK,19639
US,19640
CA,19641
CA,19642
US,19643
US,19644
CA,19645
DK,19646
US,19647
CA,19648
US,19649
CA,19650
US,19651
CA,19652
DK,19653
US,19654
CA,19655
US,19656
CA,19657
CA,19658
CA,19659
US,19660
CA,19661
US,19662
CA,19663
CA,19664
US,19665
US,19666
US,19667
US,19668
CA,19669
CA,19670
CA,19671
CA,19672
CA,19673
CA,19674
CA,19675
US,19676
US,19677
DK,19678
US,19679
DK,19680
DK,19681
CA,19682
CA,19683
US,19684
SE,19685
CA,19686
CA,19687
CA,19688
UK,19689
US,19690
US,19691
CA,19692
SE,19693
US,19694
US,19695
US,19696
US,19697
CA,19698
CA,19699
US,19700
CA,19701
US,19702
CA,19703
SE,19704
US,19705
CA,19706
CA,19707
US,19708
CA,19709
CA,19710
US,19711
SE,19712
SE,19713
SE,19714
US,19715
US,19716
SE,19717
US,19718
CA,19719
US,19720
CA,19721
US,19722
SE,19723
CA,19724
US,19725
US,19726
CA,19727
SE,19728
CA,19729
US,19730
SE,19731
CA,19732
CA,19733
US,19734
CA,19735
CA,19736
US,19737
CA,19738
SE,19739
CA,19740
SE,19741
US,19742
CA,19743
CA,19744
US,19745
CA,19746
CA,19747
CA,19748
CA,19749
SE,19750
CA,19751
SE,19752
CA,19753
US,19754
CA,19755
CA,19756
SE,19757
CA,19758
US,19759
UK,19760
SE,19761
CA,19762
CA,19763
DK,19764
SE,19765
CA,19766
SE,19767
UK,19768
CA,19769
US,19770
BY,19771
UK,19772
SE,19773
SE,19774
SE,19775
SE,19776
CA,19777
US,19778
CA,19779
CA,19780
SE,19781
CA,19782
CA,19783
US,19784
US,19785
CA,19786
SE,19787
CA,19788
UK,19789
SE,19790
US,19791
US,19792
SE,19793
SE,19794
US,19795
SE,19796
US,19797
SE,19798
SE,19799
CA,19800
CA,19801
US,19802
SE,19803
CA,19804
US,19805
US,19806
US,19807
UK,19808
DK,19809
US,19810
UK,19811
US,19812
US,19813
CA,19814
CA,19815
US,19816
CA,19817
CA,19818
CA,19819
US,19820
UK,19821
UK,19822
CA,19823
US,19824
US,19825
UK,19826
UK,19827
CA,19828
US,19829
CA,19830
CA,19831
CA,19832
SE,19833
UK,19834
CA,19835
CA,19836
CA,19837
CA,19838
CA,19839
CA,19840
CA,19841
CA,19842
CA,19843
CA,19844
CA,19845
UK,19846
CA,19847
UK,19848
CA,19849
UK,19850
SE,19851
US,19852
CA,19853
CA,19854
US,19855
CA,19856
CA,19857
CA,19858
CA,19859
US,19860
CA,19861
CA,19862
CA,19863
US,19864
CA,19865
CA,19866
CA,19867
US,19868
UK,19869
US,19870
CA,19871
CA,19872
CA,19873
CA,19874
DK,19875
CA,19876
UK,19877
US,19878
CA,19879
US,19880
CA,19881
CA,19882
CA,19883
CA,19884
CA,19885
CA,19886
US,19887
US,19888
CA,19889
CA,19890
CA,19891
CA,19892
US,19893
CA,19894
CA,19895
CA,19896
CA,19897
CA,19898
US,19899
US,19900
CA,19901
CA,19902
CA,19903
CA,19904
CA,19905
RU,19906
CA,19907
US,19908
CA,19909
CA,19910
CA,19911
UK,19912
CA,19913
CA,19914
US,19915
US,19916
CA,19917
CA,19918
UK,19919
CA,19920
CA,19921
LT,19922
CA,19923
UK,19924
SE,19925
US,19926
US,19927
CA,19928
CA,19929
US,19930
US,19931
US,19932
US,19933
US,19934
US,19935
UK,19936
CA,19937
US,19938
CA,19939
US,19940
CA,19941
US,19942
US,19943
CA,19944
UK,19945
CA,19946
CA,19947
CA,19948
US,19949
UK,19950
CA,19951
US,19952
US,19953
CA,19954
US,19955
US,19956
CA,19957
US,19958
US,19959
CA,19960
CA,19961
CA,19962
UK,19963
CA,19964
US,19965
CA,19966
US,19967
US,19968
CA,19969
CA,19970
CA,19971
UK,19972
CA,19973
UK,19974
US,19975
US,19976
CA,19977
UK,19978
CA,19979
CA,19980
US,19981
DK,19982
CA,19983
CA,19984
US,19985
CA,19986
CA,19987
US,19988
US,19989
US,19990
US,19991
CA,19992
UK,19993
US,19994
US,19995
US,19996
US,19997
CA,19998
US,19999
US,20000
CA,20001
CA,20002
CA,20003
US,20004
US,20005
US,20006
CA,20007
CA,20008
UK,20009
US,20010
CA,20011
US,20012
CA,20013
CA,20014
CA,20015
CA,20016
US,20017
CA,20018
US,20019
CA,20020
CA,20021
UK,20022
CA,20023
US,20024
CA,20025
US,20026
US,20027
US,20028
CA,20029
CA,20030
US,20031
UK,20032
CA,20034
US,20035
US,20036
CA,20037
US,20038
US,20039
CA,20040
US,20041
CA,20042
CA,20043
LV,20044
CA,20045
US,20046
CA,20047
UK,20048
CA,20049
US,20050
US,20051
CA,20052
CA,20053
DK,20054
DK,20055
CA,20056
US,20057
CA,20058
CA,20059
CA,20060
CA,20061
CA,20062
US,20063
US,20064
US,20065
DK,20066
US,20067
US,20068
US,20069
CA,20070
US,20071
US,20072
US,20073
SE,20074
US,20075
US,20076
CA,20077
CA,20078
CA,20079
CA,20080
CA,20081
CA,20082
CA,17828
CA,17829
CA,17830
CA,17831
FR,17832
CA,17833
CA,17834
CA,17835
CA,17836
CA,17837
CA,17838
CA,17839
CA,17840
CA,17841
CA,17842
CA,17843
CZ,17844
CA,17845
FR,17846
CA,17847
CA,17848
CA,17849
CA,17850
CA,17851
CA,17852
FR,17853
CA,17854
FR,17855
FR,17856
CA,17857
CA,17858
CA,17859
CA,17860
CA,17861
CA,17862
CA,17863
CA,17864
RU,17865
CA,17866
CA,17867
CA,17868
CA,17869
CA,17870
CA,17871
CA,17872
CA,17873
CA,17874
CA,17875
CA,17876
CA,17877
CA,17878
CA,17879
RU,17880
CA,17881
CA,17882
CA,17883
RU,17884
CA,17885
CA,17886
CA,17887
CA,17888
CA,17889
CA,17891
CA,17892
CA,17893
CA,17894
CA,17895
CA,17896
CA,17897
CA,17898
CA,17899
CA,17900
CA,17901
CA,17902
CA,17903
CA,17904
CA,17905
CA,17906
CA,17907
CA,17908
CA,17909
CN,17910
RU,17911
CA,17912
CA,17913
CA,17914
CN,17915
CA,17916
CA,17917
CA,17919
CA,17920
CA,17921
CA,17922
CA,17923
CA,17924
CA,17925
CA,17926
CA,17927
CA,17928
CA,17929
CA,17930
CA,17931
CA,17932
CA,17933
CA,17934
CA,17935
CA,17936
PL,17937
JE,17938
CA,17939
CA,17940
SK,17941
CA,17942
CA,17943
CA,17944
CA,17945
CA,17946
CA,17947
CA,17948
CA,17949
CA,17950
SK,17951
CA,17952
CA,17953
CA,17954
CA,17955
CA,17956
CA,17957
CA,17958
CA,17959
CA,17960
CA,17961
CA,17962
CA,17963
CA,17964
GG,17965
CA,17966
CA,17967
CA,17968
CA,17969
CA,17970
CA,17971
CA,17972
CA,17973
CA,17974
CA,17975
CA,17976
GG,17977
CA,17978
CA,17979
CA,17980
CA,17981
CA,17982
CA,17983
CA,17984
FR,17985
CA,17986
CA,17987
CA,17988
GG,17989
CA,17990
CA,17991
CA,17992
CA,17993
CA,17994
CA,17995
CA,17996
CA,17997
CA,17998
CA,17999
CA,18000
CA,18001
CA,18002
CA,18003
CA,18004
CA,18005
CA,18006
CA,18007
CA,18008
CA,18009
CA,18010
CA,18011
CA,18012
CA,18013
CA,18014
CA,18015
CA,18016
FR,18017
CA,18018
CA,18019
CA,18020
CA,18021
CA,18022
CA,18023
CA,18024
CA,18025
CA,18026
RU,18027
CA,18028
CA,18029
CA,18030
CA,18031
CA,18032
CA,18033
CA,18034
CA,18035
CA,18036
CA,18037
CA,18038
LU,18039
CA,18040
GG,18041
CA,18042
CA,18043
CA,18044
CA,18045
CA,18046
CA,18047
CA,18048
CA,18049
CA,18050
RU,18051
LU,18052
CA,18053
CA,18054
MN,18055
CA,18056
CA,18057
UK,18058
UK,18059
UK,18060
UK,18061
CA,18062
CA,18063
FR,18064
CA,18065
UK,18066
UK,18067
UK,18068
CA,18069
CA,18070
CA,18071
CA,18072
CA,18073
CA,18074
CA,18075
CA,18076
CA,18077
CA,18078
CA,18079
CA,18080
CA,18081
CA,18082
CA,18083
CA,18084
CA,18085
CA,18086
CA,18087
CA,18088
CA,18089
CA,18090
CA,18091
CA,18092
CA,18093
CA,18094
CA,18095
CA,18096
CA,18097
PL,18098
CA,18099
CA,18100
CA,18101
CA,18102
CA,18103
RU,18104
CA,18105
CA,18106
CA,18107
CA,18108
CA,18109
CA,18110
CA,18111
CA,18112
CA,18113
CA,18114
CA,18115
CA,18116
CA,18117
CA,18118
CA,18119
CA,18120
CA,18121
CA,18122
CA,18123
CZ,18124
CA,18125
CA,18126
CA,18127
CA,18128
CA,18129
CA,18130
CA,18131
CA,18132
CA,18133
CA,18134
CA,18135
CA,18136
CA,18137
CA,18138
CA,18139
CA,18140
CA,18141
CA,18142
CA,18143
CA,18144
CA,18145
CA,18146
CA,18147
CA,18148
BE,18149
CA,18150
CA,18151
CA,18152
CA,18153
CA,18154
CA,18155
CA,18156
CA,18157
CA,18158
CA,18159
UK,18160
CA,18161
CA,18162
CA,18163
CA,18164
CA,18165
CA,18166
CA,18167
CA,18168
CA,18169
CA,18170
CA,18171
CA,18172
CA,18173
CA,18174
CA,18175
CA,18176
CA,18177
CA,18178
CA,18179
CA,18180
CA,18181
CA,18182
CA,18183
CA,18184
CA,18185
CA,18186
CA,18187
CA,18188
CA,18189
UK,18190
UK,18191
CA,18192
CA,18193
CA,18194
CA,18195
CA,18196
CA,18197
CA,18198
CA,18199
CA,18200
BE,18201
RU,18202
CA,18203
CA,18204
CA,18205
CA,18206
CA,18207
CA,18208
CA,18209
CA,18210
CA,18211
CA,18212
CA,18213
UK,18214
CA,18215
CA,18216
CA,18217
CA,18218
CA,18219
CA,18220
CA,18221
CA,18222
CA,18223
RU,18224
CA,18225
CA,18226
CA,18227
CA,18228
CA,18229
CA,18230
CA,18231
CA,18232
CA,18233
RU,18234
CA,18235
CA,18236
CA,18237
CA,18238
CA,18239
CA,18240
CA,18241
CA,18242
CA,18243
CA,18244
CA,18245
CA,18246
CA,18247
CA,18248
CA,18249
CA,18250
CA,18251
CA,18252
CA,18253
CA,18254
CA,18255
CA,18256
CA,18257
CA,18258
CA,18259
CA,18260
CA,18261
CA,18262
CA,18263
CA,18264
CA,18265
CA,18266
CA,18267
CA,18268
CA,18269
CA,18270
CA,18271
CA,18272
CA,18273
UK,18274
CA,18275
CA,18276
CA,18277
CA,18278
CA,18279
CA,18280
CA,18281
CA,18282
CA,18283
BE,18284
RU,18285
CA,18286
CA,18287
CA,18288
CA,18289
CA,18290
CA,18291
CA,18292
CA,18293
CA,18294
CA,18295
CA,18296
CA,18297
US,18298
CA,18299
BE,18300
CA,18301
CA,18302
CA,18303
CA,18304
CA,18305
CA,18306
US,18307
CA,18308
PL,18309
NL,18310
CA,18311
CA,18312
BE,18313
CA,18314
CA,18315
CA,18316
CA,18317
US,18318
UK,18319
UK,18320
UK,18321
CA,18322
CA,18323
BE,18324
BE,18325
IE,18326
CA,18327
CA,18328
IE,18329
US,18330
CA,18331
IE,18332
CA,18333
IE,18334
UA,18335
IE,18336
IE,18337
CA,18338
IE,18339
CA,18340
IE,18341
CA,18342
CA,18343
CA,18344
US,18345
US,18346
CA,18347
CA,18348
US,18349
CA,18350
IE,18351
US,18352
CA,18353
CA,18354
CA,18355
UK,18356
NL,18357
